[2026-08-25T22:34:11.597Z] GET http://localhost:3000/fonts/saans/SaansVF.ttf → 304 (?ms, ?B)
[2026-08-25T22:34:11.653Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1mojsay._.js → 200 (9ms, ?B)
[2026-08-25T22:34:11.653Z] GET http://localhost:3000/_next/static/chunks/src_1g-vkj3._.js → 200 (13ms, ?B)
[2026-08-25T22:34:11.653Z] GET http://localhost:3000/_next/static/chunks/node_modules_04pgpr-._.js → 200 (14ms, ?B)
[2026-08-25T22:44:26.920Z] GET http://localhost:3000/_next/static/chunks/src_app_globals_162hn9o.css → 200 (303ms, ?B)
[2026-08-25T22:44:27.247Z] GET http://localhost:3000/_next/static/chunks/src_app_globals_162hn9o.css → 304 (171ms, 48142B)
[2026-08-25T22:44:27.418Z] GET http://localhost:3000/fonts/inter/InterVariable.woff2 → 304 (13ms, ?B)
[2026-08-25T22:44:27.418Z] GET http://localhost:3000/fonts/saans/SaansVF.ttf → 304 (24ms, ?B)
[2026-08-25T22:44:45.228Z] GET http://localhost:3000/_next/static/chunks/src_app_globals_162hn9o.css → 200 (325ms, ?B)
[2026-08-25T22:44:45.559Z] GET http://localhost:3000/_next/static/chunks/src_app_globals_162hn9o.css → pending (?ms, 48126B)
[2026-08-25T22:44:46.030Z] GET http://localhost:3000/fonts/inter/InterVariable.woff2 → 304 (1ms, ?B)
[2026-08-25T22:44:46.030Z] GET http://localhost:3000/fonts/saans/SaansVF.ttf → 304 (1ms, ?B)
[2026-08-25T22:45:19.181Z] GET http://localhost:3000/_next/static/chunks/src_app_globals_162hn9o.css → pending (?ms, ?B)
[2026-08-25T22:45:19.885Z] GET http://localhost:3000/fonts/inter/InterVariable.woff2 → 304 (?ms, ?B)
[2026-08-25T22:45:19.885Z] GET http://localhost:3000/fonts/saans/SaansVF.ttf → 304 (1ms, ?B)
[2026-08-25T22:46:02.364Z] GET http://localhost:3000/_next/static/chunks/src_app_globals_162hn9o.css → 200 (403ms, 48248B)
[2026-08-25T22:46:03.201Z] GET http://localhost:3000/fonts/inter/InterVariable.woff2 → 304 (?ms, ?B)
[2026-08-25T22:46:03.201Z] GET http://localhost:3000/fonts/saans/SaansVF.ttf → 304 (1ms, ?B)
[2026-08-25T22:46:03.207Z] GET http://localhost:3000/_next/static/chunks/src_app_globals_162hn9o.css → 304 (369ms, ?B)
[2026-08-25T22:46:15.563Z] GET http://localhost:3000/_next/static/chunks/src_app_globals_162hn9o.css → 200 (241ms, ?B)
[2026-08-25T22:46:15.805Z] GET http://localhost:3000/_next/static/chunks/src_app_globals_162hn9o.css → pending (?ms, 48260B)
[2026-08-25T22:46:16.409Z] GET http://localhost:3000/fonts/inter/InterVariable.woff2 → 304 (2ms, ?B)
[2026-08-25T22:46:16.409Z] GET http://localhost:3000/fonts/saans/SaansVF.ttf → 304 (3ms, ?B)
[2026-08-25T22:46:38.097Z] GET http://localhost:3000/_next/static/chunks/src_app_globals_162hn9o.css → pending (?ms, ?B)
[2026-08-25T22:46:38.962Z] GET http://localhost:3000/fonts/inter/InterVariable.woff2 → 304 (?ms, ?B)
[2026-08-25T22:46:38.962Z] GET http://localhost:3000/fonts/saans/SaansVF.ttf → 304 (1ms, ?B)
[2026-08-25T22:47:18.392Z] GET http://localhost:3000/_next/static/chunks/src_app_globals_162hn9o.css → 200 (367ms, ?B)
[2026-08-25T22:47:18.766Z] GET http://localhost:3000/_next/static/chunks/src_app_globals_162hn9o.css → 304 (367ms, 48212B)
[2026-08-25T22:47:19.133Z] GET http://localhost:3000/fonts/inter/InterVariable.woff2 → 304 (7ms, ?B)
[2026-08-25T22:47:19.133Z] GET http://localhost:3000/fonts/saans/SaansVF.ttf → 304 (7ms, ?B)
[2026-08-25T22:47:26.666Z] GET http://localhost:3000/_next/static/chunks/src_app_globals_162hn9o.css → 200 (346ms, ?B)
[2026-08-25T22:47:27.014Z] GET http://localhost:3000/_next/static/chunks/src_app_globals_162hn9o.css → 304 (320ms, 48210B)
[2026-08-25T22:47:27.334Z] GET http://localhost:3000/fonts/inter/InterVariable.woff2 → 304 (?ms, ?B)
[2026-08-25T22:47:27.334Z] GET http://localhost:3000/fonts/saans/SaansVF.ttf → 304 (1ms, ?B)
[2026-08-25T22:48:49.829Z] GET http://localhost:3000/?_rsc=bFe_VC0g8VplWXKP → 200 (282ms, ?B)
[2026-08-25T22:49:00.788Z] GET http://localhost:3000/fonts/inter/InterVariable-Italic.woff2 → pending (?ms, ?B)
[2026-08-25T22:49:03.746Z] GET http://localhost:3000/?_rsc=bFe_VC0g8VplWXKP → pending (?ms, ?B)
